,Tweets,Date,len,Likes,RTweets
1439,"Remember, Sunday is National Prayer Day (by Presidential Proclamation)!",Sun Sep 03 03:02:31 +0000 2017,71,128788,32298
1440,"Just got back to the White House from the Great States of Texas and Louisiana, where things are going well. Such cooperation &amp; coordination!",Sun Sep 03 02:57:43 +0000 2017,144,88942,14909
1441,"The Manufacturing Index rose to 59%, the highest level since early 2011 - and we can do much better!",Sun Sep 03 02:50:58 +0000 2017,100,67803,13498
1442,RT @Team_Trump45: @realDonaldTrump  https://t.co/o1x6X2qQdM,Sun Sep 03 02:42:36 +0000 2017,59,0,25465
1443,RT @ColumbiaBugle: @realDonaldTrump @FLOTUS President Trump greeting families affected by Hurricane Harvey. #TexasStrong https://t.co/5Ga3d…,Sun Sep 03 02:41:40 +0000 2017,140,0,7361
1444,RT @ColumbiaBugle: @realDonaldTrump Love our @FLOTUS! https://t.co/6LT9mLAJ86,Sun Sep 03 02:40:24 +0000 2017,77,0,8845
1445,"Together, we will prevail in the GREAT state of Texas. We love you!

GOD BLESS TEXAS &amp; GOD BLESS THE USA🇺🇸 https://t.co/1rzmEenQIb",Sun Sep 03 01:55:30 +0000 2017,134,137384,41266
1446,"TEXAS: We are with you today, we are with you tomorrow, and we will be with you EVERY SINGLE DAY AFTER, to restore,… https://t.co/bvb6OjveZu",Sat Sep 02 16:56:51 +0000 2017,140,107732,25277
1447,Departing for Texas and Louisiana with @FLOTUS Melania right now @JBA_NAFW. We will see you soon. America is with y… https://t.co/kdPDgwaxvw,Sat Sep 02 13:58:37 +0000 2017,140,77154,14534
1448,"On behalf of @FLOTUS Melania &amp; myself, THANK YOU for today's update &amp; GREAT WORK! #SouthernBaptist @SendRelief,… https://t.co/4yZCeXCt6n",Sat Sep 02 00:34:32 +0000 2017,144,61261,12939
1449,I will be going to Texas and Louisiana tomorrow with First Lady. Great progress being made! Spending weekend working at White House.,Sat Sep 02 00:03:00 +0000 2017,132,97589,16617
1450,Stock Market up 5 months in a row!,Fri Sep 01 23:47:38 +0000 2017,34,93013,17259
1451,"'President Donald J. Trump Proclaims September 3, 2017, as a National Day of Prayer' #HurricaneHarvey #PrayForTexas… https://t.co/tOMfFWwEsN",Fri Sep 01 19:47:23 +0000 2017,140,76940,24007
1452,Texas is healing fast thanks to all of the great men &amp; women who have been working so hard. But still so much to do. Will be back tomorrow!,Fri Sep 01 12:58:48 +0000 2017,143,95711,17859
1453,...get things done at a record clip. Many big decisions to be made over the coming days and weeks. AMERICA FIRST!,Fri Sep 01 12:47:46 +0000 2017,113,67835,13401
1454,General John Kelly is doing a great job as Chief of Staff. I could not be happier or more impressed - and this Administration continues to..,Fri Sep 01 12:35:27 +0000 2017,140,74147,13546
1455,"Wow, looks like James Comey exonerated Hillary Clinton long before the investigation was over...and so much more. A rigged system!",Fri Sep 01 11:56:45 +0000 2017,130,132814,41648
1456,"THANK YOU to all of the incredible HEROES in Texas. America is with you! #TexasStrong 
https://t.co/8N4ABo9Ihp",Thu Aug 31 20:06:35 +0000 2017,110,119923,30825
1457,RT @FoxNews: .@KellyannePolls on Harvey recovery: We hope when it comes to basic Hurricane Harvey funding that we can rely upon a nonpartis…,Thu Aug 31 12:35:50 +0000 2017,140,0,7010
1458,RT @SecShulkin: Our Mobile Vet Center set up and ready to help #Veterans impacted by #HurricaneHarvey in Corpus Christi. https://t.co/P3qNX…,Thu Aug 31 01:29:31 +0000 2017,140,0,8253
1459,First responders have been doing heroic work. Their courage &amp; devotion has saved countless lives – they represent t… https://t.co/Va37wntt1g,Thu Aug 31 01:00:50 +0000 2017,144,99070,22357
1460,RT @IvankaTrump: We must reform our tax code so that all Americans can succeed in our modern economy &amp; achieve the American Dream! #TaxRefo…,Thu Aug 31 00:50:13 +0000 2017,144,0,9965
1461,"Texas &amp; Louisiana: We are w/ you today, we are w/ you tomorrow, &amp; we will be w/ you EVERY SINGLE DAY AFTER, to rest… https://t.co/9AqR1L3fIQ",Wed Aug 30 19:38:41 +0000 2017,148,96920,26383
1462,Will be leaving for Missouri soon for a speech on tax cuts and tax reform - so badly needed!,Wed Aug 30 13:42:20 +0000 2017,92,81481,13736
1463,"After reading the false reporting and even ferocious anger in some dying magazines, it makes me wonder, WHY? All I want to do is #MAGA!",Wed Aug 30 13:27:47 +0000 2017,135,106384,27565
1464,"After witnessing first hand the horror &amp; devastation caused by Hurricane Harvey,my heart goes out even more so to the great people of Texas!",Wed Aug 30 13:12:29 +0000 2017,144,115662,24058
1465,"The U.S. has been talking to North Korea, and paying them extortion money, for 25 years. Talking is not the answer!",Wed Aug 30 12:47:52 +0000 2017,115,108227,14340
1466,RT @BrazoriaCounty: https://t.co/sUTyXBzer9,Tue Aug 29 16:06:57 +0000 2017,43,0,14826
1467,.@foxandfriends   We are not looking to fill all of those positions. Don't need many of them - reduce size of government. @IngrahamAngle,Tue Aug 29 12:26:55 +0000 2017,136,78190,16670
1468,Leaving now for Texas!,Tue Aug 29 12:10:30 +0000 2017,22,139688,21321
1469,"RT @TheFive: ""Trump just won on law &amp; order and now he's delivering the goods."" -@jessebwatters #thefive",Tue Aug 29 11:31:46 +0000 2017,108,0,7245
1470,RT @TXMilitary: #PhotosFromTheField: Aerial photos from our rescue crews earlier today. #Harvey #TMDHarvey @USNationalGuard https://t.co/fA…,Tue Aug 29 11:22:57 +0000 2017,140,0,7235
1471,"RT @NWSHouston: Historic flooding is still ongoing across the area. If evacuated, please DO NOT return home until authorities indicate it i…",Tue Aug 29 11:22:40 +0000 2017,140,0,5026
1472,RT @GregAbbott_TX: Thanks to the Texas National Guard for their help to rescue flooded Texans. #HurricaneHarvey https://t.co/lhpJtAne10,Mon Aug 28 13:13:16 +0000 2017,135,0,12288
1473,"RT @Inspire_Us: No color, no religion, no nationality should come between us, we are all children of God. - Mother Teresa",Mon Aug 28 13:11:47 +0000 2017,121,0,12320
1474,"RT @KatiePavlich: Your boss pardoned a traitor who gave U.S. enemies state secrets, he also pardoned a terrorist who killed Americans. Spar…",Mon Aug 28 13:08:54 +0000 2017,140,0,26418
1475,"RT @DineshDSouza: Finally, as if by accident, the @washingtonpost breaks down &amp; admits the truth about where the violence is coming from ht…",Mon Aug 28 13:08:39 +0000 2017,144,0,30031
1476,"HISTORIC rainfall in Houston, and all over Texas. Floods are unprecedented, and more rain coming. Spirit of the people is incredible.Thanks!",Sun Aug 27 23:01:06 +0000 2017,140,106615,21813
1477,Major rescue operations underway!,Sun Aug 27 14:39:32 +0000 2017,33,82755,15050
1478,Going to a Cabinet Meeting (tele-conference) at 11:00 A.M. on #Harvey. Even experts have said they've never seen one like this!,Sun Aug 27 14:31:35 +0000 2017,127,53503,10698
1479,"We are in the NAFTA (worst trade deal ever made) renegotiation process with Mexico &amp; Canada.Both being very difficult,may have to terminate?",Sun Aug 27 13:51:35 +0000 2017,144,80143,18610
1480,"With Mexico being one of the highest crime Nations in the world, we must have THE WALL. Mexico will pay for it through reimbursement/other.",Sun Aug 27 13:44:11 +0000 2017,139,100089,25996
1481,"Wow - Now experts are calling #Harvey a once in 500 year flood! We have an all out effort going, and going well!",Sun Aug 27 13:25:50 +0000 2017,112,61173,12860
1482,"I will also be going to a wonderful state, Missouri, that I won by a lot in '16. Dem C.M. is opposed to big tax cuts. Republican will win S!",Sun Aug 27 13:15:18 +0000 2017,140,66541,12101
1483,I will be going to Texas as soon as that trip can be made without causing disruption. The focus must be life and safety.,Sun Aug 27 12:59:56 +0000 2017,120,109953,22241
1484,Many people are now saying that this is the worst storm/hurricane they have ever seen. Good news is that we have great talent on the ground.,Sun Aug 27 12:25:54 +0000 2017,140,60288,10326
1485,Great coordination between agencies at all levels of government. Continuing rains and flash floods are being dealt with. Thousands rescued.,Sun Aug 27 12:04:05 +0000 2017,139,77166,13822
1486,"A great book by a great guy, highly recommended! https://t.co/3jbDDN8YmJ",Sun Aug 27 11:45:04 +0000 2017,72,54817,13933
1487,"Wonderful coordination between Federal, State and Local Governments in the Great State of Texas - TEAMWORK! Record setting rainfall.",Sat Aug 26 22:57:22 +0000 2017,132,90627,17919
1488,THANK YOU to all of the great volunteers helping out with #HurricaneHarvey relief in Texas! https://t.co/Ds95oSgo8f,Sat Aug 26 19:46:30 +0000 2017,115,71905,16507
1489,"Closely monitoring #HurricaneHarvey from Camp David. We are leaving nothing to chance. City, State and Federal Govs. working great together!",Sat Aug 26 11:52:19 +0000 2017,140,75775,14160
1490,".@ChuckGrassley - got your message loud and clear. We have fantastic people on the ground, got there long before #Harvey. So far, so good!",Sat Aug 26 11:32:44 +0000 2017,138,54675,10775
1491,RT @VP: All Americans in harms way need to be prepared and should continue visiting https://t.co/2H22XpTtPj for critical updates on #Hurric…,Sat Aug 26 11:23:50 +0000 2017,140,0,6675
1492,RT @EPAScottPruitt: Thoughts and prayers for those in Texas &amp; Louisiana. I am closely monitoring #Harvey developments along with @fema &amp; @E…,Sat Aug 26 11:22:32 +0000 2017,148,0,4467
1493,You are doing a great job - the world is watching! Be safe. https://t.co/PJLdxy3hD9,Sat Aug 26 11:21:54 +0000 2017,83,46335,8635
1494,RT @GovAbbott: To ensure your safety ahead of #Harvey heed warnings from local officials &amp; review important safety information. https://t.c…,Sat Aug 26 11:17:16 +0000 2017,144,0,3570
1495,We will remain fully engaged w/ open lines of communication as #HurricaneHarvey makes landfall. America is w/ you!… https://t.co/YyZodzPSqW,Sat Aug 26 04:47:27 +0000 2017,139,50326,11738
1496,I am pleased to inform you that I have just granted a full Pardon to 85 year old American patriot Sheriff Joe Arpaio. He kept Arizona safe!,Sat Aug 26 02:00:33 +0000 2017,139,143741,33935
1497,"At the request of the Governor of Texas, I have signed the Disaster Proclamation, which unleashes the full force of government help!",Sat Aug 26 01:46:26 +0000 2017,132,136454,28476
1498,Storm turned Hurricane is getting much bigger and more powerful than projected. Federal Government is on site and ready to respond. Be safe!,Fri Aug 25 22:12:11 +0000 2017,140,101374,20400
1499,"Just arrived at Camp David, where I am monitoring the path and doings of Hurricane Harvey (as it strengthens to a Class 3). 125 MPH winds!",Fri Aug 25 21:12:08 +0000 2017,138,64765,11220
1500,"Just arrived at Camp David where I am closely watching the path and doings of Hurricane Harvey, as it strengthens to a Category 3. BE SAFE!",Fri Aug 25 21:03:11 +0000 2017,139,60122,10405
1501,I encourage everyone in the path of #HurricaneHarvey to heed the advice &amp; orders of their local and state officials. https://t.co/N6uEWCZUrv,Fri Aug 25 19:18:49 +0000 2017,144,51410,12532
1502,"Received a #HurricaneHarvey briefing this morning from Acting @DHSgov Secretary Elaine Duke, @FEMA_Brock,… https://t.co/VGdeIdgLbO",Fri Aug 25 16:02:33 +0000 2017,130,38506,8265
1503,I have spoken w/ @GovAbbott of Texas and @LouisianaGov Edwards. Closely monitoring #HurricaneHarvey developments &amp; here to assist as needed.,Fri Aug 25 15:46:40 +0000 2017,144,58096,12403
1504,Strange statement by Bob Corker considering that he is constantly asking me whether or not he should run again in '18. Tennessee not happy!,Fri Aug 25 12:25:10 +0000 2017,139,61102,13948
1505,"Nick Adams, ""Retaking America""  ""Best things of this presidency aren't reported about. Convinced this will be perhaps best presidency ever.""",Fri Aug 25 11:32:23 +0000 2017,140,68538,15333
1506,"Few, if any, Administrations have done more in just 7 months than the Trump A. Bills passed, regulations killed, border, military, ISIS, SC!",Fri Aug 25 10:44:17 +0000 2017,140,71181,15462
1507,General John Kelly is doing a fantastic job as Chief of Staff. There is tremendous spirit and talent in the W.H. Don't believe the Fake News,Fri Aug 25 10:40:32 +0000 2017,140,84485,17980
1508,"If Senate Republicans don't get rid of the Filibuster Rule and go to a 51% majority, few bills will be passed. 8 Dems control the Senate!",Fri Aug 25 10:33:32 +0000 2017,137,66545,17219
1509,RT @EricTrump: Honored to speak at the RNC Summer Meeting in Nashville Tennessee this evening! @GOP #MAGA @GOPChairwoman 🇺🇸🇺🇸🇺🇸 https://t.c…,Fri Aug 25 10:25:06 +0000 2017,140,0,5479
1510,RT @GregAbbott_TX: Spoke with Pres. Trump &amp; heads of Homeland Security &amp; FEMA. They're helping Texas respond to #HurricaneHarvey. https://t…,Fri Aug 25 03:23:34 +0000 2017,148,0,9917
1511,A GREAT HONOR to spend time with our BRAVE HEROES at the @USMC Air Station Yuma. THANK YOU for your service to the… https://t.co/Q0Lp0gwVUG,Fri Aug 25 00:21:42 +0000 2017,139,59747,12023
1512,"As #HurricaneHarvey intensifies - remember to #PlanAhead. 
☑️https://t.co/FMdmvohypy
☑️https://t.co/YL56ldeqoW 
☑️… https://t.co/Cos6udPjUK",Thu Aug 24 19:31:00 +0000 2017,139,54307,15008
1513,"On Tuesday, I visited with the incredible men &amp; women of @ICEgov &amp; @DHSgov Border Patrol in Yuma, AZ. Thank you. We… https://t.co/fN2EtWLhep",Thu Aug 24 17:13:38 +0000 2017,148,55882,12227
1514,"The only problem I have with Mitch McConnell is that, after hearing Repeal &amp; Replace for 7 years, he failed!That should NEVER have happened!",Thu Aug 24 13:42:41 +0000 2017,144,104298,24582
1515,"James Clapper, who famously got caught lying to Congress, is now an authority on Donald Trump. Will he show you his beautiful letter to me?",Thu Aug 24 13:15:22 +0000 2017,139,74934,21731
1516,"..(enthusiastic, dynamic and fun) and the American Legion - V.A. (respectful and strong). Too bad the Dems have no one who can change tones!",Thu Aug 24 13:15:00 +0000 2017,140,53511,10618
1517,"The Fake News is now complaining about my different types of back to back speeches. Well, there was Afghanistan (somber), the big Rally.....",Thu Aug 24 13:07:34 +0000 2017,140,67808,14382
1518,RT @JerryTravone: @realDonaldTrump  https://t.co/6XJxEg1gSs,Thu Aug 24 12:33:32 +0000 2017,59,0,26034
1519,...didn't do it so now we have a big deal with Dems holding them up (as usual) on Debt Ceiling approval. Could have been so easy-now a mess!,Thu Aug 24 12:25:03 +0000 2017,140,60653,13154
1520,I requested that Mitch M &amp; Paul R tie the Debt Ceiling legislation into the popular V.A. Bill (which just passed) for easy approval. They...,Thu Aug 24 12:19:45 +0000 2017,144,62738,16999
1521,"Donald E. Ballard, on behalf of the people of the United States, THANK YOU for your courageous service. YOU INSPIRE… https://t.co/gyNDamEaC5",Thu Aug 24 00:52:51 +0000 2017,140,57912,12300
1522,A great honor to sign the Veterans Appeals Improvement &amp; Modernization Act into law w/ @AmericanLegion @SecShulkin.… https://t.co/f8rF5fuNUW,Wed Aug 23 22:41:19 +0000 2017,144,48104,10838
1523,"As long as we have faith in each other and confidence in our values, then there is no challenge too great for us to… https://t.co/1HUfW8er9I",Wed Aug 23 19:10:13 +0000 2017,140,71081,16815
1524,"If Republican Senate doesn't get rid of the Filibuster Rule &amp; go to a simple majority, which the Dems would do, they are just wasting time!",Wed Aug 23 13:50:52 +0000 2017,143,78646,19446
1525,Last night in Phoenix I read the things from my statements on Charlottesville that the Fake News Media didn't cover fairly. People got it!,Wed Aug 23 13:40:31 +0000 2017,138,88174,19020
1526,"Phoenix crowd last night was amazing - a packed house. I love the Great State of Arizona. Not a fan of Jeff Flake, weak on crime &amp; border!",Wed Aug 23 13:20:15 +0000 2017,142,93381,19516
